a_p1,a_o1,a_p2,a_o2,b_p1,b_o1,b_p2,b_o2,a_ev,b_ev,ev_diff,ev_ratio,rare
0.92,16.78,0.08,19.14,1,18.09,0,0,16.97,18.09,-1.12,0.94,attractive
0.94,3.58,0.06,12.68,1,10.32,0,0,4.13,10.32,-6.19,0.4,attractive
0.32,6.07,0.68,17.19,1,8.54,0,0,13.63,8.54,5.09,1.6,none
0.72,6.06,0.28,18.13,1,10.17,0,0,9.44,10.17,-0.73,0.93,none
0.51,3.68,0.49,14.04,1,5.74,0,0,8.76,5.74,3.02,1.53,none
0.43,1.7,0.57,13.89,1,2.73,0,0,8.65,2.73,5.92,3.17,none
0.04,4.73,0.96,10.61,1,8.42,0,0,10.37,8.42,1.95,1.23,unattractive
0.22,6.33,0.78,19.39,1,12.21,0,0,16.52,12.21,4.31,1.35,none
0.18,0.5,0.82,16.42,1,14.09,0,0,13.55,14.09,-0.54,0.96,unattractive
0.79,4.43,0.21,11.26,1,8.08,0,0,5.86,8.08,-2.22,0.73,none
0.87,3.2,0.13,11.56,1,4.7,0,0,4.29,4.7,-0.41,0.91,attractive
0.22,8.8,0.78,19.06,1,12.67,0,0,16.8,12.67,4.13,1.33,none
0.82,8.18,0.18,11.59,1,9.61,0,0,8.79,9.61,-0.82,0.91,attractive
0.17,0.23,0.83,15.01,1,14.76,0,0,12.5,14.76,-2.26,0.85,unattractive
0.31,2.62,0.69,13.86,1,9.22,0,0,10.38,9.22,1.16,1.13,none
0.07,1.48,0.93,2.98,1,2.13,0,0,2.88,2.13,0.75,1.35,unattractive
0.36,6.31,0.64,9.62,1,6.62,0,0,8.43,6.62,1.81,1.27,none
0.62,11.67,0.38,18.41,1,16.18,0,0,14.23,16.18,-1.95,0.88,none
0.6,13.76,0.4,17.13,1,14.19,0,0,15.11,14.19,0.92,1.06,none
0.13,2.85,0.87,7.84,1,5.2,0,0,7.19,5.2,1.99,1.38,unattractive
0.81,2.34,0.19,14.99,1,8.06,0,0,4.74,8.06,-3.32,0.59,attractive
0.31,2.66,0.69,7.64,1,2.76,0,0,6.1,2.76,3.34,2.21,none
0.35,0.21,0.65,14.47,1,4.56,0,0,9.48,4.56,4.92,2.08,none
0.22,0.44,0.78,11.32,1,1.77,0,0,8.93,1.77,7.16,5.05,none
0.1,9.69,0.9,15.64,1,12.45,0,0,15.04,12.45,2.59,1.21,unattractive
0.75,7.86,0.25,17.61,1,10.15,0,0,10.3,10.15,0.15,1.01,none
0.58,5.73,0.42,16.43,1,6.9,0,0,10.22,6.9,3.32,1.48,none
0.75,1.56,0.25,10.59,1,8.49,0,0,3.82,8.49,-4.67,0.45,none
0.93,8.95,0.07,16.95,1,16.46,0,0,9.51,16.46,-6.95,0.58,attractive
0.27,8.33,0.73,17.15,1,13.95,0,0,14.77,13.95,0.82,1.06,none
0.77,7.88,0.23,18.44,1,10.32,0,0,10.31,10.32,-0.01,1,none
0.23,5.68,0.77,18.04,1,16.15,0,0,15.2,16.15,-0.95,0.94,none
0.57,3.13,0.43,7.32,1,6.8,0,0,4.93,6.8,-1.87,0.72,none
0.8,5.82,0.2,18.25,1,10.06,0,0,8.31,10.06,-1.75,0.83,none
0.21,5.59,0.79,13.9,1,8.87,0,0,12.15,8.87,3.28,1.37,none
0.41,4,0.59,17.3,1,10.75,0,0,11.85,10.75,1.1,1.1,none
0.7,4.11,0.3,17.58,1,9.92,0,0,8.15,9.92,-1.77,0.82,none
0.21,2.48,0.79,16.74,1,6.35,0,0,13.75,6.35,7.4,2.17,none
0.39,14.77,0.61,19.78,1,17.84,0,0,17.83,17.84,-0.01,1,none
0.29,15.85,0.71,18.62,1,16.56,0,0,17.82,16.56,1.26,1.08,none
0.91,1.47,0.09,13.73,1,5.53,0,0,2.57,5.53,-2.96,0.46,attractive
0.32,5.08,0.68,19.77,1,16.3,0,0,15.07,16.3,-1.23,0.92,none
0.56,1.78,0.44,11.53,1,7.26,0,0,6.07,7.26,-1.19,0.84,none
0.94,0.89,0.06,6.08,1,4.6,0,0,1.2,4.6,-3.4,0.26,attractive
0.56,6.96,0.44,15.5,1,11.46,0,0,10.72,11.46,-0.74,0.94,none
0.06,4.83,0.94,16.03,1,14.37,0,0,15.36,14.37,0.99,1.07,unattractive
0.61,0.62,0.39,15.68,1,1.55,0,0,6.49,1.55,4.94,4.19,none
0.04,16.59,0.96,17.9,1,17.55,0,0,17.85,17.55,0.3,1.02,unattractive
0.63,5.52,0.37,18.78,1,17.63,0,0,10.43,17.63,-7.2,0.59,none
0.68,6.1,0.32,16.81,1,16.79,0,0,9.53,16.79,-7.26,0.57,none
0.13,1.35,0.87,8.29,1,4.75,0,0,7.39,4.75,2.64,1.56,unattractive
0.11,8.04,0.89,13.79,1,12.99,0,0,13.16,12.99,0.17,1.01,unattractive
0.53,1.93,0.47,17.82,1,13.61,0,0,9.4,13.61,-4.21,0.69,none
0.68,2.14,0.32,5.06,1,4.59,0,0,3.07,4.59,-1.52,0.67,none
0.09,0.65,0.91,7.68,1,1.98,0,0,7.05,1.98,5.07,3.56,unattractive
0.9,6.79,0.1,18.08,1,11.59,0,0,7.92,11.59,-3.67,0.68,attractive
0.38,8.26,0.62,19.85,1,9.47,0,0,15.45,9.47,5.98,1.63,none
0.09,3.8,0.91,12.08,1,11.97,0,0,11.33,11.97,-0.64,0.95,unattractive
0.12,2.69,0.88,15.23,1,5.11,0,0,13.73,5.11,8.62,2.69,unattractive
0.35,0.11,0.65,10.69,1,9.53,0,0,6.99,9.53,-2.54,0.73,none
0.46,5.85,0.54,19.82,1,8.13,0,0,13.39,8.13,5.26,1.65,none
0.28,11.41,0.72,18.78,1,13.89,0,0,16.72,13.89,2.83,1.2,none
0.47,9.73,0.53,15.39,1,13.73,0,0,12.73,13.73,-1,0.93,none
0.18,6.91,0.82,11.79,1,7.31,0,0,10.91,7.31,3.6,1.49,unattractive
0.83,6.26,0.17,11.28,1,9.12,0,0,7.11,9.12,-2.01,0.78,attractive
0.24,3.39,0.76,19.25,1,12.54,0,0,15.44,12.54,2.9,1.23,none
0.14,2.51,0.86,15.65,1,13.6,0,0,13.81,13.6,0.21,1.02,unattractive
0.83,3.09,0.17,15.49,1,4.78,0,0,5.2,4.78,0.42,1.09,attractive
0.94,2.75,0.06,13.37,1,3.78,0,0,3.39,3.78,-0.39,0.9,attractive
0.68,1.05,0.32,10.06,1,8.9,0,0,3.93,8.9,-4.97,0.44,none
0.08,2.83,0.92,16.51,1,16,0,0,15.42,16,-0.58,0.96,unattractive
0.51,0.44,0.49,19.71,1,12.03,0,0,9.88,12.03,-2.15,0.82,none
0.25,5.41,0.75,10.21,1,6.58,0,0,9.01,6.58,2.43,1.37,none
0.1,0.06,0.9,10.12,1,5.74,0,0,9.11,5.74,3.37,1.59,unattractive
0.88,8.09,0.12,16.61,1,8.79,0,0,9.11,8.79,0.32,1.04,attractive
0.28,1.67,0.72,17.37,1,15.56,0,0,12.97,15.56,-2.59,0.83,none
0.36,13.2,0.64,19.22,1,16.11,0,0,17.05,16.11,0.94,1.06,none
0.97,10.51,0.03,16.59,1,11.04,0,0,10.69,11.04,-0.35,0.97,attractive
0.85,4.75,0.15,11.78,1,6.7,0,0,5.8,6.7,-0.9,0.87,attractive
0.67,8.55,0.33,18.42,1,9.15,0,0,11.81,9.15,2.66,1.29,none
0.53,8.95,0.47,19.15,1,9.4,0,0,13.74,9.4,4.34,1.46,none
0.06,5.5,0.94,12.87,1,5.66,0,0,12.43,5.66,6.77,2.2,unattractive
0.76,11.45,0.24,18.85,1,12.23,0,0,13.23,12.23,1,1.08,none
0.28,1.86,0.72,15.95,1,13.53,0,0,12,13.53,-1.53,0.89,none
0.8,0.83,0.2,15.79,1,8.77,0,0,3.82,8.77,-4.95,0.44,none
0.84,1.6,0.16,16.57,1,10.78,0,0,4,10.78,-6.78,0.37,attractive
0.58,9.42,0.42,15.96,1,13.77,0,0,12.17,13.77,-1.6,0.88,none
0.48,1.6,0.52,11.45,1,3.14,0,0,6.72,3.14,3.58,2.14,none
0.48,3.11,0.52,13.42,1,7.59,0,0,8.47,7.59,0.88,1.12,none
0.47,2.84,0.53,17.3,1,7.75,0,0,10.5,7.75,2.75,1.35,none
0.02,4.78,0.98,18.99,1,4.97,0,0,18.71,4.97,13.74,3.76,unattractive
0.62,3.37,0.38,19.01,1,10.7,0,0,9.31,10.7,-1.39,0.87,none
0.31,0.37,0.69,12.73,1,3.1,0,0,8.9,3.1,5.8,2.87,none
0.34,8.02,0.66,15.84,1,15.67,0,0,13.18,15.67,-2.49,0.84,none
0.8,5.72,0.2,13.41,1,6.73,0,0,7.26,6.73,0.53,1.08,none
0.5,2.53,0.5,16.78,1,12.15,0,0,9.66,12.15,-2.49,0.8,none
0.08,0.35,0.92,9.03,1,8.08,0,0,8.34,8.08,0.26,1.03,unattractive
0.47,0.51,0.53,14.99,1,5.25,0,0,8.18,5.25,2.93,1.56,none
0.55,4.14,0.45,16.56,1,6.92,0,0,9.73,6.92,2.81,1.41,none
0.96,0.3,0.04,18.3,1,7.65,0,0,1.02,7.65,-6.63,0.13,attractive
0.64,7.39,0.36,15.25,1,11.54,0,0,10.22,11.54,-1.32,0.89,none
0.05,6.16,0.95,15.95,1,12.43,0,0,15.46,12.43,3.03,1.24,unattractive
0.34,5.53,0.66,19.23,1,10.98,0,0,14.57,10.98,3.59,1.33,none
0.25,13.07,0.75,19.99,1,18.87,0,0,18.26,18.87,-0.61,0.97,none
0.98,0.48,0.02,17.92,1,10.82,0,0,0.83,10.82,-9.99,0.08,attractive
0.94,8.22,0.06,17.88,1,8.24,0,0,8.8,8.24,0.56,1.07,attractive
0.79,4.94,0.21,12.31,1,5.23,0,0,6.49,5.23,1.26,1.24,none
0.31,8.34,0.69,15.36,1,13.25,0,0,13.18,13.25,-0.07,0.99,none
0.35,3.9,0.65,14.68,1,13.62,0,0,10.91,13.62,-2.71,0.8,none
0.95,1.95,0.05,17.43,1,5.4,0,0,2.72,5.4,-2.68,0.5,attractive
0.05,15.12,0.95,16.89,1,16.21,0,0,16.8,16.21,0.59,1.04,unattractive
0.89,2.63,0.11,5.51,1,4.12,0,0,2.95,4.12,-1.17,0.72,attractive
0.8,2.4,0.2,13.14,1,12.03,0,0,4.55,12.03,-7.48,0.38,none
0.85,4.09,0.15,16.09,1,8.65,0,0,5.89,8.65,-2.76,0.68,attractive
0.64,14.06,0.36,19.22,1,14.24,0,0,15.92,14.24,1.68,1.12,none
0.34,4.75,0.66,15.75,1,9.39,0,0,12.01,9.39,2.62,1.28,none
0.39,0.92,0.61,18.9,1,10.96,0,0,11.89,10.96,0.93,1.08,none
0.75,3.25,0.25,10.07,1,3.51,0,0,4.96,3.51,1.45,1.41,none
0.05,6.53,0.95,16.62,1,14.1,0,0,16.12,14.1,2.02,1.14,unattractive
0.87,2.19,0.13,19.22,1,18.4,0,0,4.4,18.4,-14,0.24,attractive
0.73,5.88,0.27,11.78,1,10.81,0,0,7.47,10.81,-3.34,0.69,none
0.1,5.45,0.9,14.76,1,9.17,0,0,13.83,9.17,4.66,1.51,unattractive
0.48,10.56,0.52,16.24,1,14.47,0,0,13.51,14.47,-0.96,0.93,none
0.47,5.16,0.53,17.17,1,12.82,0,0,11.53,12.82,-1.29,0.9,none
0.1,1.63,0.9,15.28,1,5.82,0,0,13.91,5.82,8.09,2.39,unattractive
0.36,1.93,0.64,19.57,1,19.19,0,0,13.22,19.19,-5.97,0.69,none
0.28,2.34,0.72,9.59,1,8.88,0,0,7.56,8.88,-1.32,0.85,none
0.89,1.01,0.11,3.1,1,2.34,0,0,1.24,2.34,-1.1,0.53,attractive
0.45,0.42,0.55,11.06,1,8.47,0,0,6.27,8.47,-2.2,0.74,none
0.38,0.32,0.62,19.92,1,0.65,0,0,12.47,0.65,11.82,19.18,none
0.76,6.78,0.24,17.15,1,8.12,0,0,9.27,8.12,1.15,1.14,none
0.36,8.96,0.64,18.02,1,13.67,0,0,14.76,13.67,1.09,1.08,none
0.06,2.44,0.94,3.69,1,3.01,0,0,3.61,3.01,0.6,1.2,unattractive
0.84,1.91,0.16,19.17,1,7.56,0,0,4.67,7.56,-2.89,0.62,attractive
0.94,3.71,0.06,11.96,1,5.4,0,0,4.2,5.4,-1.2,0.78,attractive
0.92,11.56,0.08,16.06,1,15.22,0,0,11.92,15.22,-3.3,0.78,attractive
0.1,6.86,0.9,19.87,1,19.54,0,0,18.57,19.54,-0.97,0.95,unattractive
0.28,1.36,0.72,18.76,1,12.67,0,0,13.89,12.67,1.22,1.1,none
0.15,2.65,0.85,19.86,1,6.36,0,0,17.28,6.36,10.92,2.72,unattractive
0.55,9.83,0.45,19.04,1,11.39,0,0,13.97,11.39,2.58,1.23,none
0.88,0.18,0.12,13.99,1,13.02,0,0,1.84,13.02,-11.18,0.14,attractive
0.22,11.16,0.78,13,1,12.75,0,0,12.6,12.75,-0.15,0.99,none
0.28,5.6,0.72,16.59,1,15.45,0,0,13.51,15.45,-1.94,0.87,none
0.48,2.3,0.52,15.09,1,7.53,0,0,8.95,7.53,1.42,1.19,none
0.24,2.65,0.76,16.13,1,4.06,0,0,12.89,4.06,8.83,3.17,none
0.25,4.27,0.75,14.91,1,4.67,0,0,12.25,4.67,7.58,2.62,none
0.62,1.22,0.38,13.18,1,6.1,0,0,5.76,6.1,-0.34,0.94,none
0.39,0.06,0.61,13.07,1,6,0,0,8,6,2,1.33,none
0.77,1.7,0.23,19.14,1,6.48,0,0,5.71,6.48,-0.77,0.88,none
0.6,4.32,0.4,12.44,1,9.17,0,0,7.57,9.17,-1.6,0.83,none
0.71,1.17,0.29,16.83,1,2.1,0,0,5.71,2.1,3.61,2.72,none
0.68,2.25,0.32,14.41,1,3.19,0,0,6.14,3.19,2.95,1.92,none
0.19,1.78,0.81,19.76,1,17.84,0,0,16.34,17.84,-1.5,0.92,unattractive
0.75,2.91,0.25,13.7,1,12.58,0,0,5.61,12.58,-6.97,0.45,none
0.3,3.11,0.7,19.82,1,17.81,0,0,14.81,17.81,-3,0.83,none
0.96,0.6,0.04,16.6,1,12.94,0,0,1.24,12.94,-11.7,0.1,attractive
0.09,3.04,0.91,8.01,1,7.26,0,0,7.56,7.26,0.3,1.04,unattractive
0.26,7.12,0.74,14.76,1,8.72,0,0,12.77,8.72,4.05,1.46,none
0.13,17.17,0.87,17.74,1,17.23,0,0,17.67,17.23,0.44,1.03,unattractive
0.83,1.68,0.17,10.05,1,5.93,0,0,3.1,5.93,-2.83,0.52,attractive
0.3,12.15,0.7,19.55,1,15.37,0,0,17.33,15.37,1.96,1.13,none
0.8,3.3,0.2,17.69,1,16.09,0,0,6.18,16.09,-9.91,0.38,none
0.17,5.72,0.83,17.27,1,8.43,0,0,15.31,8.43,6.88,1.82,unattractive
0.19,2.74,0.81,17.38,1,12.85,0,0,14.6,12.85,1.75,1.14,unattractive
0.73,0.25,0.27,18.2,1,2.61,0,0,5.1,2.61,2.49,1.95,none
0.03,12.13,0.97,14.48,1,12.17,0,0,14.41,12.17,2.24,1.18,unattractive
0.66,3.64,0.34,11.24,1,6.12,0,0,6.22,6.12,0.1,1.02,none
0.83,3.61,0.17,15.33,1,9.94,0,0,5.6,9.94,-4.34,0.56,attractive
0.95,10.14,0.05,15.21,1,11.8,0,0,10.39,11.8,-1.41,0.88,attractive
0.01,1.51,0.99,16.26,1,13.94,0,0,16.11,13.94,2.17,1.16,unattractive
0.48,7.25,0.52,16.84,1,14.81,0,0,12.24,14.81,-2.57,0.83,none
0.27,2.19,0.73,15.96,1,8.44,0,0,12.24,8.44,3.8,1.45,none
0.39,4.22,0.61,15.47,1,11.32,0,0,11.08,11.32,-0.24,0.98,none
0.3,2.45,0.7,16.43,1,9.86,0,0,12.24,9.86,2.38,1.24,none
0.43,12.07,0.57,17.04,1,16.82,0,0,14.9,16.82,-1.92,0.89,none
0.57,12.9,0.43,15.64,1,13.05,0,0,14.08,13.05,1.03,1.08,none
0.04,0.48,0.96,12.05,1,10.46,0,0,11.59,10.46,1.13,1.11,unattractive
0.85,8.37,0.15,12.61,1,12.47,0,0,9.01,12.47,-3.46,0.72,attractive
0.77,13.62,0.23,14.74,1,13.96,0,0,13.88,13.96,-0.08,0.99,none
0.41,12.56,0.59,15.63,1,13.26,0,0,14.37,13.26,1.11,1.08,none
0.49,1.51,0.51,10.12,1,4.24,0,0,5.9,4.24,1.66,1.39,none
0.01,4.83,0.99,19.46,1,14.96,0,0,19.31,14.96,4.35,1.29,unattractive
0.94,1.18,0.06,9.38,1,7.07,0,0,1.67,7.07,-5.4,0.24,attractive
0.55,5.38,0.45,19.35,1,15.82,0,0,11.67,15.82,-4.15,0.74,none
0.3,2.67,0.7,19.8,1,7.13,0,0,14.66,7.13,7.53,2.06,none
0.94,1,0.06,11.57,1,4.75,0,0,1.63,4.75,-3.12,0.34,attractive
0.93,2.32,0.07,11.7,1,5.1,0,0,2.98,5.1,-2.12,0.58,attractive
0.29,15.74,0.71,19.23,1,15.83,0,0,18.22,15.83,2.39,1.15,none
0.08,11.6,0.92,19.56,1,18.97,0,0,18.92,18.97,-0.05,1,unattractive
0.77,9.4,0.23,16.89,1,15.31,0,0,11.12,15.31,-4.19,0.73,none
0.01,11.2,0.99,15.17,1,14.22,0,0,15.13,14.22,0.91,1.06,unattractive
0.39,0.24,0.61,2.55,1,1.39,0,0,1.65,1.39,0.26,1.19,none
0.94,0.65,0.06,19.7,1,16.1,0,0,1.79,16.1,-14.31,0.11,attractive
0.09,4.28,0.91,18.26,1,6.78,0,0,17,6.78,10.22,2.51,unattractive
0.3,6.56,0.7,12.79,1,7.34,0,0,10.92,7.34,3.58,1.49,none
0.47,7.23,0.53,14.07,1,10.32,0,0,10.86,10.32,0.54,1.05,none
0.79,5.12,0.21,16.24,1,10.67,0,0,7.46,10.67,-3.21,0.7,none
0.19,2.52,0.81,19.87,1,14.66,0,0,16.57,14.66,1.91,1.13,unattractive
0.06,2.06,0.94,17.62,1,11.84,0,0,16.69,11.84,4.85,1.41,unattractive
0.8,3.18,0.2,9.12,1,6.62,0,0,4.37,6.62,-2.25,0.66,none
0.27,0.62,0.73,12.16,1,3.73,0,0,9.04,3.73,5.31,2.42,none
0.87,5.59,0.13,19.01,1,8.06,0,0,7.33,8.06,-0.73,0.91,attractive
0.52,1.22,0.48,18.71,1,14.06,0,0,9.62,14.06,-4.44,0.68,none
0.02,9.24,0.98,18.94,1,18,0,0,18.75,18,0.75,1.04,unattractive
0.3,2.18,0.7,9.47,1,9.34,0,0,7.28,9.34,-2.06,0.78,none
0.71,9.83,0.29,18.27,1,17.18,0,0,12.28,17.18,-4.9,0.71,none
0.77,9.52,0.23,18.49,1,15.49,0,0,11.58,15.49,-3.91,0.75,none
0.03,2.68,0.97,11.86,1,9.62,0,0,11.58,9.62,1.96,1.2,unattractive
0.3,1.83,0.7,15.74,1,7.84,0,0,11.57,7.84,3.73,1.48,none
0.23,2.22,0.77,5.22,1,5.08,0,0,4.53,5.08,-0.55,0.89,none
0.37,8.42,0.63,17.06,1,12.26,0,0,13.86,12.26,1.6,1.13,none
0.28,11.08,0.72,15.49,1,13.94,0,0,14.26,13.94,0.32,1.02,none
0.39,5.68,0.61,18.39,1,8.01,0,0,13.43,8.01,5.42,1.68,none
0.1,6.56,0.9,9.81,1,7.43,0,0,9.49,7.43,2.06,1.28,unattractive
0.36,5.93,0.64,19.54,1,17.41,0,0,14.64,17.41,-2.77,0.84,none
0.47,7.26,0.53,14.49,1,10.17,0,0,11.09,10.17,0.92,1.09,none
0.66,8.12,0.34,17.62,1,15.57,0,0,11.35,15.57,-4.22,0.73,none
0.87,11.88,0.13,13.71,1,12.01,0,0,12.12,12.01,0.11,1.01,attractive
0.49,8.83,0.51,13.62,1,11.3,0,0,11.27,11.3,-0.03,1,none
0.4,2.95,0.6,18.77,1,5.92,0,0,12.44,5.92,6.52,2.1,none
0.29,12.06,0.71,17.58,1,12.48,0,0,15.98,12.48,3.5,1.28,none
0.99,2.5,0.01,14.28,1,7.79,0,0,2.62,7.79,-5.17,0.34,attractive
0.43,5.97,0.57,12.61,1,8.19,0,0,9.75,8.19,1.56,1.19,none
0.15,7.89,0.85,11.23,1,8.91,0,0,10.73,8.91,1.82,1.2,unattractive
0.2,5.85,0.8,14.49,1,7.4,0,0,12.76,7.4,5.36,1.72,none
0.55,3.49,0.45,6.27,1,6.16,0,0,4.74,6.16,-1.42,0.77,none
0.25,0.35,0.75,10.99,1,7.27,0,0,8.33,7.27,1.06,1.15,none
0.76,10.06,0.24,19.69,1,14.46,0,0,12.37,14.46,-2.09,0.86,none
0.45,0.65,0.55,19.1,1,11.89,0,0,10.8,11.89,-1.09,0.91,none
0.17,11.03,0.83,16.48,1,15.92,0,0,15.55,15.92,-0.37,0.98,unattractive
0.25,6.87,0.75,15.82,1,14.49,0,0,13.58,14.49,-0.91,0.94,none
0.26,5.56,0.74,16.56,1,6.45,0,0,13.7,6.45,7.25,2.12,none
0.77,5.16,0.23,19.19,1,5.72,0,0,8.39,5.72,2.67,1.47,none
0.53,9.11,0.47,19.81,1,19.46,0,0,14.14,19.46,-5.32,0.73,none
0.71,2.04,0.29,7.6,1,5.02,0,0,3.65,5.02,-1.37,0.73,none
0.02,3.99,0.98,16.38,1,11.01,0,0,16.13,11.01,5.12,1.47,unattractive
0.38,3.02,0.62,6.75,1,4.9,0,0,5.33,4.9,0.43,1.09,none
0.84,0.07,0.16,11.39,1,3.3,0,0,1.88,3.3,-1.42,0.57,attractive
0.63,0.71,0.37,15.4,1,9.71,0,0,6.15,9.71,-3.56,0.63,none
0.33,0.26,0.67,12.57,1,11.25,0,0,8.51,11.25,-2.74,0.76,none
0.73,11.36,0.27,18.06,1,12.86,0,0,13.17,12.86,0.31,1.02,none
0.6,13.62,0.4,19.37,1,18.94,0,0,15.92,18.94,-3.02,0.84,none
0.64,1.97,0.36,19.17,1,16.57,0,0,8.16,16.57,-8.41,0.49,none
0.41,3.87,0.59,9.58,1,4.99,0,0,7.24,4.99,2.25,1.45,none
0.08,1.28,0.92,19.86,1,5.77,0,0,18.37,5.77,12.6,3.18,unattractive
0.68,3.13,0.32,8.56,1,3.43,0,0,4.87,3.43,1.44,1.42,none
0.53,6.33,0.47,18.06,1,15.47,0,0,11.84,15.47,-3.63,0.77,none
0.41,4.19,0.59,13.46,1,8.27,0,0,9.66,8.27,1.39,1.17,none
0.83,14.58,0.17,18.12,1,17.2,0,0,15.18,17.2,-2.02,0.88,attractive
0.11,5.55,0.89,16.44,1,10.77,0,0,15.24,10.77,4.47,1.42,unattractive
0.28,5.79,0.72,12.77,1,10.16,0,0,10.82,10.16,0.66,1.06,none
0.92,1.79,0.08,11.96,1,3.38,0,0,2.6,3.38,-0.78,0.77,attractive
0.91,2.26,0.09,17.32,1,6.99,0,0,3.62,6.99,-3.37,0.52,attractive
0.22,5.05,0.78,16.28,1,5.16,0,0,13.81,5.16,8.65,2.68,none
0.25,3.99,0.75,11.82,1,5.61,0,0,9.86,5.61,4.25,1.76,none
0.75,6.2,0.25,11.97,1,6.46,0,0,7.64,6.46,1.18,1.18,none
0.5,2.2,0.5,18.93,1,9.95,0,0,10.56,9.95,0.61,1.06,none
0.46,3.5,0.54,8.09,1,3.95,0,0,5.98,3.95,2.03,1.51,none
0.47,7.95,0.53,15.83,1,11,0,0,12.13,11,1.13,1.1,none
0.8,1.62,0.2,12.59,1,11.57,0,0,3.81,11.57,-7.76,0.33,none
0.19,4.72,0.81,18.3,1,16.42,0,0,15.72,16.42,-0.7,0.96,unattractive
0.81,10.62,0.19,18.79,1,10.93,0,0,12.17,10.93,1.24,1.11,attractive
0.22,4.41,0.78,7.11,1,5.9,0,0,6.52,5.9,0.62,1.11,none
0.13,9.02,0.87,18.67,1,9.77,0,0,17.42,9.77,7.65,1.78,unattractive
0.27,4.52,0.73,11.32,1,8.37,0,0,9.48,8.37,1.11,1.13,none
0.29,11.31,0.71,18.7,1,14.53,0,0,16.56,14.53,2.03,1.14,none
0.53,11.34,0.47,15.74,1,15.6,0,0,13.41,15.6,-2.19,0.86,none
0.21,3.85,0.79,11.46,1,10.01,0,0,9.86,10.01,-0.15,0.99,none
0.15,0.46,0.85,12.24,1,0.9,0,0,10.47,0.9,9.57,11.63,unattractive
0.35,7.63,0.65,15.53,1,9.12,0,0,12.77,9.12,3.65,1.4,none
0.51,6.56,0.49,17.38,1,11.2,0,0,11.86,11.2,0.66,1.06,none
0.68,0.3,0.32,13.79,1,2.9,0,0,4.62,2.9,1.72,1.59,none
0.74,0.3,0.26,13.39,1,9.59,0,0,3.7,9.59,-5.89,0.39,none
0.34,9.69,0.66,17.73,1,11.15,0,0,15,11.15,3.85,1.35,none
0.78,10.17,0.22,11.06,1,10.52,0,0,10.37,10.52,-0.15,0.99,none
0.09,9.58,0.91,19.79,1,13.04,0,0,18.87,13.04,5.83,1.45,unattractive
0.77,3.29,0.23,13.62,1,5.39,0,0,5.67,5.39,0.28,1.05,none
0.93,3.69,0.07,12.77,1,4.06,0,0,4.33,4.06,0.27,1.07,attractive
0.69,7.01,0.31,14.55,1,11.75,0,0,9.35,11.75,-2.4,0.8,none
0.46,6.35,0.54,15.22,1,13.95,0,0,11.14,13.95,-2.81,0.8,none
0.63,0.32,0.37,16.79,1,15.27,0,0,6.41,15.27,-8.86,0.42,none
0.74,4.48,0.26,12.39,1,8.64,0,0,6.54,8.64,-2.1,0.76,none
0.69,11.77,0.31,19.14,1,18.54,0,0,14.05,18.54,-4.49,0.76,none
0.77,12.23,0.23,18.72,1,18.61,0,0,13.72,18.61,-4.89,0.74,none
0.66,4.61,0.34,12.05,1,5.65,0,0,7.14,5.65,1.49,1.26,none
0.31,12.73,0.69,16.9,1,15.71,0,0,15.61,15.71,-0.1,0.99,none
0.97,10.09,0.03,17.79,1,14.64,0,0,10.32,14.64,-4.32,0.7,attractive
0.7,6.28,0.3,19.77,1,11.81,0,0,10.33,11.81,-1.48,0.87,none
0.46,5.31,0.54,6.64,1,5.32,0,0,6.03,5.32,0.71,1.13,none
0.24,12.02,0.76,18.25,1,13.04,0,0,16.75,13.04,3.71,1.28,none
0.75,6.65,0.25,14.57,1,11.87,0,0,8.63,11.87,-3.24,0.73,none
0.12,6.88,0.88,15.35,1,7.96,0,0,14.33,7.96,6.37,1.8,unattractive
0.86,1.32,0.14,17.31,1,15.61,0,0,3.56,15.61,-12.05,0.23,attractive
0.41,11.03,0.59,14.32,1,14.07,0,0,12.97,14.07,-1.1,0.92,none
0.45,3.74,0.55,7.96,1,4.84,0,0,6.06,4.84,1.22,1.25,none
0.18,2.67,0.82,19.02,1,11.38,0,0,16.08,11.38,4.7,1.41,unattractive
0.88,1.89,0.12,8.44,1,7.27,0,0,2.68,7.27,-4.59,0.37,attractive
0.66,4.71,0.34,17.11,1,6.6,0,0,8.93,6.6,2.33,1.35,none
0.12,3.26,0.88,19.92,1,16.83,0,0,17.92,16.83,1.09,1.06,unattractive
0.49,8.23,0.51,14.11,1,13.57,0,0,11.23,13.57,-2.34,0.83,none
0.72,0.29,0.28,11.85,1,2.98,0,0,3.53,2.98,0.55,1.18,none
0.54,0.58,0.46,12.8,1,6.98,0,0,6.2,6.98,-0.78,0.89,none
0.64,5.48,0.36,18.53,1,6.62,0,0,10.18,6.62,3.56,1.54,none
0.44,0.28,0.56,16.59,1,16.31,0,0,9.41,16.31,-6.9,0.58,none
0.67,2.89,0.33,13.2,1,3.61,0,0,6.29,3.61,2.68,1.74,none
0.14,9.4,0.86,11.58,1,10.36,0,0,11.27,10.36,0.91,1.09,unattractive
0.14,6.64,0.86,18.2,1,7.89,0,0,16.58,7.89,8.69,2.1,unattractive
0.85,6.21,0.15,14.5,1,13.92,0,0,7.45,13.92,-6.47,0.54,attractive
